Family_01,Romance_02,Drama_03,Horror_04,Historical_05,Crime_06,Erotic_07,Independent_08,Biographical_09,Musical_10,SciFi_11,Action_12,Comedy_13,Adventure_14,Western_15,Documentary_16,War_17,Thriller_18,Classics_19,Animation_20,Mystery_21,Romance_01,Horror_02,Erotica_03,Art_04,Academic_05,Mystery_06,Crime_07,History_08,Philosophy_09,Poetry_10,Entertainment_11,Comics_12,Architecture_13,Computers_14,Sports_15,News_16,Reference_17,Business_18,Cooking_19,Literature_20,Thriller_21,Adventure_22,Nature_23,Health_24,SciFi_25,Fantasy_26,Medical_27,IPIP_01_E,IPIP_02_A,IPIP_03_C,IPIP_04_N,IPIP_05_O,IPIP_06R_E,IPIP_07R_A,IPIP_08R_C,IPIP_09R_N,IPIP_10R_O,IPIP_11_E,IPIP_12_A,IPIP_13_C,IPIP_14_N,IPIP_15R_O,IPIP_16R_E,IPIP_17R_A,IPIP_18R_C,IPIP_19R_N,IPIP_20R_O,Gender,Age,IPIP_O,IPIP_C,IPIP_E,IPIP_N,IPIP_A,IPIP_O_ordinal,IPIP_C_ordinal,IPIP_E_ordinal,IPIP_N_ordinal,IPIP_A_ordinal,Max,Highest_Scoring_Trait
5,4,4,5,5,5,4,3,5,5,5,3,5,5,1,5,2,5,5,5,5,5,5,4,2,1,5,5,5,4,1,5,5,1,1,1,5,5,1,5,5,5,5,4,5,3,5,4,3,5,5,5,5,5,5,5,3,5,4,5,5,5,4,1,5,1,5,5,1,18,19,16,13,18,20,Extremely High,High,Neither high nor low,Very High,Extremely High,20,A
4,5,3,4,4,3,4,3,3,4,3,3,5,4,3,3,1,2,2,5,3,5,3,3,3,3,5,3,3,5,4,5,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,5,3,5,4,2,5,5,5,5,4,5,5,5,2,2,5,5,4,3,1,18,14,18,11,19,20,High,Very High,Neither high nor low,Extremely High,Extremely High,20,A
1,3,1,4,1,2,4,1,1,1,4,5,2,5,3,2,4,4,1,1,4,4,4,5,1,1,4,4,1,1,1,4,1,1,1,5,3,2,1,3,1,4,4,1,5,3,4,2,5,5,3,2,4,2,5,5,1,3,5,4,1,1,4,2,5,5,1,5,0,19,16,14,14,5,19,High,High,High,Extremely Low,Extremely High,19,A
4,3,2,3,4,5,3,2,2,5,5,5,5,5,1,3,2,2,1,5,4,3,3,4,1,3,5,5,5,2,2,3,4,2,2,5,4,2,1,3,3,4,4,3,3,4,4,3,5,4,3,4,4,5,2,5,1,3,4,3,3,3,3,4,5,5,4,5,1,18,15,16,18,12,14,High,High,Very High,Neither high nor low,High,18,E
4,4,5,2,2,5,1,2,2,2,4,5,4,4,2,2,2,4,3,4,4,4,4,4,1,3,4,5,2,2,2,2,3,3,3,2,2,2,2,3,4,4,4,2,2,4,4,2,4,5,2,4,3,4,3,5,5,5,3,5,3,4,2,4,5,4,5,2,1,19,12,14,15,18,18,Neither high nor low,High,High,Very High,Very High,18,N
4,4,4,2,3,5,3,3,3,5,5,5,5,5,4,2,4,4,3,5,5,4,4,2,3,4,5,5,2,4,3,4,4,1,1,2,1,5,1,3,2,5,5,5,5,5,5,3,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,1,18,18,18,18,18,19,Very High,Very High,Very High,Very High,Extremely High,19,A
5,5,4,2,2,4,3,3,4,2,4,4,4,4,3,3,2,3,4,5,4,4,3,3,3,3,4,4,3,3,3,4,3,3,2,1,1,4,2,4,4,4,4,3,4,3,3,3,3,5,3,3,4,2,5,3,4,4,4,5,3,5,3,1,5,3,4,4,1,19,15,12,10,16,20,High,Neither high nor low,Low,High,Extremely High,20,A
3,4,5,1,4,4,1,2,2,4,4,4,4,4,2,4,2,2,4,4,2,4,1,2,3,2,4,3,4,1,1,4,4,1,1,1,1,4,1,2,4,4,5,4,4,4,1,1,3,4,1,3,4,2,5,5,2,5,4,4,4,3,5,4,5,5,3,3,1,18,17,15,13,11,18,Very High,High,Neither high nor low,Neither high nor low,Very High,18,A
5,5,4,4,5,5,5,4,4,4,5,5,5,5,3,3,4,5,4,5,5,5,4,4,4,4,4,5,4,5,3,5,4,3,4,4,3,3,3,4,5,5,5,3,4,5,5,5,3,5,3,5,4,4,5,5,3,3,4,5,4,4,2,3,4,2,2,3,1,18,12,14,14,14,19,Neither high nor low,High,High,High,Extremely High,19,A
1,3,4,1,4,5,1,4,4,4,4,5,2,5,4,5,5,5,3,5,5,3,4,1,4,4,5,5,5,4,4,3,5,3,3,5,5,5,3,3,4,5,5,5,5,5,5,4,4,4,3,5,2,4,2,5,3,3,4,4,4,4,5,3,5,5,4,4,1,19,14,17,15,16,15,High,Very High,High,High,High,17,C
3,4,4,4,3,5,5,3,1,1,5,5,5,5,2,2,1,5,3,5,5,4,5,3,2,2,5,5,1,3,3,1,1,1,1,1,1,1,1,3,4,5,5,1,4,5,5,1,4,5,2,4,5,5,5,3,2,3,4,5,3,4,4,3,5,2,4,5,1,18,17,10,16,14,20,Very High,Low,High,High,Extremely High,20,A
3,1,2,3,3,5,1,4,4,1,1,5,3,5,2,3,1,5,4,2,5,1,3,2,2,3,2,5,4,4,1,1,1,5,1,4,3,3,1,4,4,5,5,3,4,5,4,3,4,3,3,1,4,3,5,5,3,4,3,4,3,2,3,4,4,5,2,4,1,18,15,16,14,8,16,High,High,High,Low,High,16,C
1,5,5,2,3,3,2,2,3,3,2,5,2,3,2,2,2,5,3,4,5,4,4,2,2,2,2,4,3,2,2,2,2,1,1,1,3,2,3,2,2,4,4,3,3,2,3,2,4,4,3,4,3,3,3,2,4,3,4,4,4,3,4,2,5,5,3,3,1,19,13,14,13,14,16,Neither high nor low,High,Neither high nor low,High,High,16,A
3,3,3,1,4,4,1,3,4,1,4,4,5,5,1,3,2,3,4,5,3,5,1,3,3,2,4,4,5,4,1,1,1,1,1,1,1,1,3,1,3,4,4,5,3,4,3,1,3,3,3,5,3,4,4,5,2,3,3,3,4,4,2,5,3,3,4,3,1,18,11,15,15,15,13,Neither high nor low,High,High,High,Neither high nor low,15,C
4,3,3,3,3,5,5,2,2,1,3,5,5,5,3,3,4,5,4,5,5,3,5,5,2,3,5,5,2,3,1,4,4,3,1,1,1,3,1,3,4,5,5,3,4,3,5,4,3,5,2,2,3,4,5,5,1,3,3,4,3,3,3,1,5,3,2,2,1,18,11,13,11,8,19,Neither high nor low,Neither high nor low,Neither high nor low,Low,Extremely High,19,A
3,3,5,3,5,5,2,1,4,3,3,5,4,5,4,4,5,4,4,5,4,3,3,3,4,2,4,4,5,3,4,3,4,3,2,2,2,4,2,5,3,4,5,3,4,3,4,3,4,4,3,2,4,5,4,2,3,3,4,4,3,2,3,4,5,3,3,5,1,18,15,11,17,10,17,High,Neither high nor low,Very High,Low,Very High,17,E
4,4,2,2,1,3,1,3,3,3,4,4,4,4,1,2,2,5,4,5,3,4,2,4,3,3,2,2,2,2,2,4,3,3,3,3,2,2,2,4,4,4,4,2,4,4,2,2,4,4,3,4,3,4,5,4,3,2,3,4,4,4,3,2,5,5,4,3,1,19,11,16,13,15,18,Neither high nor low,High,Neither high nor low,High,Very High,18,A
1,3,2,1,1,5,2,2,3,4,3,5,1,5,2,2,2,5,3,4,5,3,3,3,3,3,5,5,2,2,1,4,4,1,1,1,1,3,1,1,1,5,5,1,3,1,5,1,4,4,3,5,5,5,5,2,2,4,4,4,4,4,3,3,5,4,5,5,1,19,17,13,16,16,18,Very High,Neither high nor low,High,High,Very High,18,A
3,4,5,4,1,5,5,2,2,2,3,4,4,4,1,1,2,4,1,4,4,4,4,3,2,4,4,4,1,1,3,4,4,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,4,3,4,3,2,4,4,3,3,4,4,3,5,3,1,4,5,3,3,1,18,12,15,10,15,16,Neither high nor low,High,Low,High,High,16,A
3,4,5,2,3,5,1,1,3,3,4,5,4,5,1,2,3,4,1,5,5,4,2,3,3,2,4,4,3,3,2,4,3,2,3,1,3,2,3,4,4,5,5,3,3,3,4,3,5,5,3,2,3,5,5,3,3,3,2,4,3,4,3,5,5,4,4,3,1,18,12,13,17,13,19,Neither high nor low,Neither high nor low,Very High,Neither high nor low,Extremely High,19,A
5,5,4,1,3,4,2,4,3,3,5,5,4,4,1,4,1,4,5,3,4,5,2,3,4,4,4,3,4,4,5,5,4,3,2,1,4,4,3,4,4,4,4,3,4,4,4,3,5,5,4,2,4,5,5,5,1,3,5,5,5,4,3,1,5,5,5,5,1,18,15,19,16,12,20,High,Extremely High,High,Neither high nor low,Extremely High,20,A
2,1,2,5,3,4,5,5,5,1,1,3,2,5,1,4,2,3,3,5,5,3,4,3,3,3,3,4,4,3,3,2,1,1,1,1,5,4,2,1,3,3,3,3,2,2,2,2,3,5,2,5,5,2,5,1,4,3,2,5,3,4,5,2,5,1,5,5,1,18,18,7,9,18,20,Very High,Very Low,Low,Very High,Extremely High,20,A
3,4,5,3,1,1,2,3,4,4,3,3,4,2,1,3,2,4,4,5,4,4,4,3,1,2,3,1,3,2,2,3,4,2,2,2,2,2,2,4,2,3,3,2,2,2,2,2,2,3,2,5,3,1,5,1,4,3,2,3,2,4,2,1,5,3,4,2,1,18,10,8,6,17,16,Low,Low,Very Low,Very High,High,17,N
4,1,1,1,1,1,2,1,3,3,4,5,5,5,4,4,4,4,1,4,1,1,1,5,4,1,3,4,3,1,3,5,5,1,4,5,4,4,1,1,2,5,5,3,4,4,4,3,4,5,2,3,4,5,5,5,5,5,5,4,3,5,5,5,5,5,2,5,0,18,19,15,19,15,19,Extremely High,High,Extremely High,High,Extremely High,19,O
4,3,3,1,4,3,1,4,4,3,2,3,3,3,3,5,3,3,0,5,5,3,1,2,5,5,3,3,4,5,4,4,5,3,4,5,5,4,3,5,4,3,3,5,5,4,3,4,4,4,5,4,4,2,4,5,4,4,3,4,5,4,3,1,4,5,3,4,0,24,15,20,10,15,16,High,Extremely High,Low,High,High,20,C
3,4,4,5,4,3,5,2,4,2,5,3,2,5,4,5,5,4,2,4,5,4,5,4,2,5,4,1,4,5,2,3,4,1,1,2,2,5,1,2,4,2,5,1,1,5,2,4,5,3,2,4,5,4,3,5,3,5,5,3,4,4,4,3,3,4,5,4,0,24,18,15,17,16,12,Very High,High,Very High,High,Neither high nor low,18,O
4,4,5,1,3,3,2,4,3,5,4,4,5,4,3,4,4,3,5,5,4,4,3,4,3,4,3,3,2,2,4,4,5,5,3,4,3,3,3,4,3,3,3,3,4,3,3,3,5,5,5,3,5,4,5,3,2,4,4,4,4,2,4,4,5,4,2,5,1,24,18,16,17,9,19,Very High,High,Very High,Low,Extremely High,19,A
5,5,4,4,4,4,4,4,4,4,2,3,4,4,3,4,3,5,4,3,5,5,4,4,4,4,5,5,4,3,4,4,4,4,4,3,3,4,3,4,5,5,5,3,4,3,5,4,3,5,2,4,4,4,4,5,1,4,3,5,5,3,5,3,5,4,4,4,1,22,17,16,13,12,19,Very High,High,Neither high nor low,Neither high nor low,Extremely High,19,A
4,4,4,3,4,3,3,3,3,2,4,4,4,5,5,3,4,4,3,4,4,4,2,3,2,4,4,1,2,4,4,4,5,3,1,1,2,2,1,3,4,4,5,3,4,3,3,2,4,4,2,4,4,4,5,5,2,5,4,4,4,3,5,4,5,4,4,5,1,23,19,15,16,13,18,Extremely High,High,High,Neither high nor low,Very High,19,O
4,4,5,4,2,1,5,2,2,2,5,5,5,5,1,5,1,5,5,5,5,4,4,4,2,4,5,2,1,4,1,3,2,1,1,1,4,2,1,1,5,5,5,2,3,5,5,4,4,3,2,2,3,4,4,4,1,4,2,3,4,2,4,4,3,5,2,5,1,22,16,15,14,7,13,High,High,High,Very Low,Neither high nor low,16,O
5,5,3,1,2,4,2,1,1,5,4,5,5,5,3,3,3,3,3,5,3,5,1,1,5,3,5,5,2,2,3,2,5,5,2,2,2,5,2,5,2,5,5,2,5,2,5,2,4,4,2,2,3,4,4,3,3,3,4,4,5,4,4,1,4,5,4,4,1,22,14,15,13,13,16,High,High,Neither high nor low,Neither high nor low,High,16,A
1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,3,3,3,4,5,3,3,4,3,4,3,3,3,3,1,4,4,3,5,4,3,3,5,5,3,3,3,3,4,4,3,3,3,4,1,3,2,3,4,4,3,4,2,5,5,3,5,1,22,14,14,11,12,17,High,High,Neither high nor low,Neither high nor low,Very High,17,A
5,5,4,1,4,4,2,4,4,4,4,4,5,4,3,4,1,5,4,5,4,4,1,1,4,5,4,4,4,3,4,3,3,3,2,2,4,5,1,5,5,4,4,4,5,2,4,4,3,4,4,3,3,1,5,5,3,1,3,4,5,5,3,1,5,5,3,2,1,22,9,19,8,14,18,Low,Extremely High,Low,High,Very High,19,C
2,4,4,4,4,3,4,1,4,1,4,3,4,5,4,4,2,4,2,5,5,4,4,5,2,4,4,1,5,4,2,3,5,2,1,1,2,5,2,1,4,2,4,2,1,5,2,2,4,3,2,5,4,5,3,4,3,4,5,3,5,5,4,3,3,4,4,4,0,23,16,15,17,17,12,High,High,Very High,Very High,Neither high nor low,17,E
5,5,4,2,2,3,1,3,2,2,4,2,5,2,2,5,3,5,4,4,5,4,4,3,3,4,4,4,3,4,4,4,4,2,3,1,3,4,2,4,4,3,3,4,4,2,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,4,2,1,5,5,2,4,1,26,13,16,11,14,17,Neither high nor low,High,Neither high nor low,High,Very High,17,A
5,4,2,1,3,4,3,1,4,1,2,5,5,5,1,3,2,5,4,5,5,5,4,5,1,4,4,4,3,1,1,4,4,1,1,1,3,1,1,4,5,4,4,1,1,3,4,1,2,5,3,3,5,2,5,5,2,3,3,5,4,3,2,1,5,5,4,4,1,22,14,17,8,12,20,High,Very High,Low,Neither high nor low,Extremely High,20,A
4,4,2,1,4,4,2,3,4,2,4,4,5,5,3,4,2,2,3,4,4,2,2,4,4,4,4,4,4,5,5,4,3,2,1,1,3,4,4,4,4,4,4,3,4,4,2,2,3,4,4,5,4,3,4,5,2,3,5,4,5,4,3,3,4,4,4,4,1,22,14,18,14,15,16,High,Very High,High,High,High,18,C
4,5,4,3,3,4,3,3,3,4,4,5,5,5,4,4,4,4,4,4,4,5,3,4,3,3,4,4,1,3,3,4,4,3,3,3,3,3,3,4,5,4,4,3,4,3,3,3,4,5,4,3,4,3,5,5,4,3,2,4,4,4,4,2,5,5,3,4,1,22,15,18,11,14,19,High,Very High,Neither high nor low,High,Extremely High,19,A
3,5,2,4,1,3,5,2,1,2,4,3,3,3,1,2,1,4,3,4,4,4,3,3,2,3,4,4,2,4,1,3,1,1,1,1,1,1,1,3,2,3,3,2,0,3,3,1,2,3,4,3,4,3,3,4,4,4,2,3,4,4,4,2,4,5,3,4,1,22,16,17,9,14,13,High,Very High,Low,High,Neither high nor low,17,C
3,5,4,1,2,5,1,3,3,5,2,3,5,5,2,2,1,3,4,5,5,3,4,1,1,1,5,5,1,1,3,5,3,1,1,1,3,3,1,3,3,4,4,1,4,5,4,2,5,5,2,3,3,4,5,4,3,4,4,5,3,3,4,2,5,5,2,4,1,22,15,14,15,11,20,High,High,High,Neither high nor low,Extremely High,20,A
3,4,5,4,1,5,4,2,2,2,4,5,4,5,3,3,3,4,4,4,4,4,4,1,3,4,4,5,3,4,3,3,3,2,0,1,3,3,1,2,4,5,5,3,5,3,4,3,5,4,3,3,3,3,5,2,3,4,4,4,3,2,4,4,5,3,5,4,1,22,15,11,16,13,18,High,Neither high nor low,High,Neither high nor low,Very High,18,A
2,2,3,3,3,4,3,4,4,1,4,5,1,4,2,4,1,5,2,2,5,1,3,1,3,4,3,4,5,3,3,4,4,3,3,3,5,3,3,5,3,4,4,3,4,4,4,3,3,4,5,2,2,2,5,5,4,4,2,3,5,4,2,2,5,3,5,2,0,22,10,18,9,15,17,Low,Very High,Low,High,Very High,18,C
3,3,3,1,5,4,2,4,4,1,3,5,4,5,1,4,1,3,3,4,5,4,3,4,4,3,5,5,4,4,1,3,4,1,1,3,2,2,1,3,4,3,3,1,3,1,1,4,2,3,1,4,1,4,3,1,2,3,2,2,4,4,2,2,4,5,5,2,0,22,8,11,10,15,12,Low,Neither high nor low,Low,High,Neither high nor low,15,N
4,3,2,1,2,4,2,4,4,3,5,5,5,5,3,4,2,3,3,5,5,4,5,3,3,4,5,5,2,2,5,4,3,3,3,3,4,3,3,3,3,4,5,3,4,1,2,3,5,4,4,3,4,4,5,3,4,4,4,4,4,3,4,1,5,3,2,4,1,22,16,14,14,12,18,High,High,High,Neither high nor low,Very High,18,A
4,5,4,1,4,3,1,4,5,3,3,4,5,5,3,5,3,4,4,5,3,5,3,4,5,5,4,4,4,5,5,5,3,3,3,3,3,5,3,4,5,5,5,5,5,4,4,5,5,5,4,3,4,5,5,1,2,1,5,5,5,2,5,3,5,4,4,5,1,22,15,14,18,11,20,High,High,Very High,Neither high nor low,Extremely High,20,A
4,5,4,1,4,4,1,4,4,5,5,5,5,5,3,4,4,4,4,5,4,5,4,4,4,4,4,3,3,3,2,4,4,1,1,1,3,4,1,5,5,5,5,5,5,5,5,5,2,4,2,2,5,2,5,5,3,3,4,3,3,2,4,1,5,5,4,5,1,22,17,15,9,11,17,Very High,High,Low,Neither high nor low,Very High,17,O
4,3,4,4,4,5,5,4,4,3,4,3,4,5,3,3,3,4,3,4,5,3,4,3,3,3,5,5,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,4,4,3,3,4,4,4,3,3,3,4,3,3,3,3,4,4,4,3,4,1,22,14,13,16,12,15,High,Neither high nor low,High,Neither high nor low,High,16,E
4,4,4,2,4,3,1,3,4,4,1,3,4,3,4,4,4,3,4,5,4,4,4,2,3,3,4,3,4,3,3,4,4,3,2,3,4,4,2,4,4,3,4,3,3,2,3,3,3,5,4,2,3,3,5,3,3,3,3,5,4,3,4,2,5,5,2,3,1,22,13,16,11,10,20,Neither high nor low,High,Neither high nor low,Low,Extremely High,20,A
3,2,4,5,4,5,4,4,4,1,4,4,3,3,2,3,1,4,4,4,4,2,5,3,3,3,4,4,3,3,3,3,4,2,1,5,3,4,1,2,4,4,4,3,2,3,3,2,2,3,2,4,4,2,5,2,2,2,3,4,3,3,3,2,5,4,3,4,0,22,13,11,9,12,17,Neither high nor low,Neither high nor low,Low,Neither high nor low,Very High,17,A
5,5,5,3,2,5,1,1,3,5,5,4,5,4,1,4,2,4,5,1,5,5,1,4,1,4,5,5,1,4,3,5,1,1,1,2,2,3,3,5,5,2,3,1,5,1,4,2,4,5,5,3,4,5,5,1,4,2,4,5,4,4,1,2,5,4,4,3,1,23,10,14,15,15,20,Low,High,High,High,Extremely High,20,A
3,4,5,4,4,4,5,4,4,4,4,4,3,4,3,4,3,4,4,5,5,4,4,2,4,4,4,4,4,5,5,3,2,1,1,1,2,4,1,1,5,4,4,3,2,4,3,4,4,4,3,5,4,4,4,3,2,4,4,4,5,3,3,4,5,4,3,4,1,22,15,15,16,13,17,High,High,High,Neither high nor low,Very High,17,A
4,3,4,4,4,3,4,2,3,4,5,3,4,4,2,4,3,2,3,4,4,2,3,5,4,4,4,3,4,3,3,4,4,2,3,1,3,3,3,3,3,4,3,3,4,5,3,4,4,4,3,2,4,4,4,3,3,3,4,4,3,3,4,4,4,3,3,5,0,22,16,12,16,11,16,High,Neither high nor low,High,Neither high nor low,High,16,O
2,3,5,4,4,4,5,3,3,1,5,3,3,4,5,5,4,4,5,5,4,1,4,4,3,2,4,3,2,5,3,3,4,3,3,3,4,4,2,4,5,3,5,3,4,5,4,3,5,4,2,4,4,5,5,5,2,5,4,5,4,2,5,5,4,5,5,5,0,23,19,16,19,13,18,Extremely High,High,Extremely High,Neither high nor low,Very High,19,O
4,5,3,3,5,3,1,5,5,5,3,1,5,5,1,1,1,2,5,5,5,5,5,0,1,2,5,5,2,2,5,1,1,1,1,1,3,1,1,2,5,5,5,1,4,4,5,1,5,5,4,2,3,4,5,5,3,1,4,5,4,3,3,3,5,5,2,3,1,23,10,18,16,10,20,Low,Very High,High,Low,Extremely High,20,A
4,5,5,2,2,4,1,5,3,3,3,4,4,4,1,4,2,4,4,4,4,4,2,4,5,4,4,4,2,4,5,4,3,1,1,4,5,4,1,1,4,4,4,4,5,2,4,5,5,4,3,3,2,4,4,4,4,4,5,4,4,4,3,4,5,3,4,2,1,22,11,14,18,15,17,Neither high nor low,High,Very High,High,Very High,18,E
3,3,3,3,4,4,1,1,5,2,5,5,4,5,2,5,2,5,4,4,4,3,5,1,2,5,5,5,5,3,3,5,4,2,5,5,5,3,4,3,5,5,5,3,3,5,5,5,4,4,5,4,4,2,4,5,5,4,4,4,5,3,3,3,5,5,1,5,0,30,16,20,13,13,17,High,Extremely High,Neither high nor low,Neither high nor low,Very High,20,C
3,3,2,4,4,4,4,4,2,1,4,4,4,4,4,3,5,4,3,3,4,3,3,3,3,5,3,3,3,3,1,3,3,1,2,5,4,3,3,2,3,3,3,3,3,3,3,3,3,4,2,2,3,4,4,4,2,3,2,3,4,3,5,2,4,4,3,4,0,22,15,14,11,10,15,High,High,Neither high nor low,Low,High,15,O
2,3,4,3,3,4,2,4,3,4,4,4,3,5,4,4,4,5,5,5,5,2,3,1,4,5,4,4,3,3,3,3,4,1,1,1,3,4,3,1,4,4,5,3,1,4,3,4,3,2,2,2,4,4,4,2,1,5,4,4,2,2,5,2,3,3,4,4,0,22,18,9,13,9,13,Very High,Low,Neither high nor low,Low,Neither high nor low,18,O
4,5,5,5,5,5,4,5,5,5,4,4,4,4,3,5,1,5,5,4,5,3,3,5,4,4,4,4,3,3,3,3,3,3,1,1,3,2,1,3,4,3,3,1,2,3,3,2,3,4,2,4,5,3,3,2,4,4,3,4,4,4,4,3,3,4,5,4,0,22,17,12,12,17,14,Very High,Neither high nor low,Neither high nor low,Very High,High,17,O
4,4,5,4,2,3,4,3,2,3,4,2,3,4,2,3,1,4,4,3,4,3,5,4,2,3,4,4,1,1,3,3,5,2,2,1,4,3,2,3,3,3,4,5,4,5,4,2,3,3,2,2,4,4,4,4,3,1,5,5,4,4,4,3,4,4,4,5,0,22,14,14,15,13,16,High,High,High,Neither high nor low,High,16,A
5,5,4,1,2,1,1,3,4,5,2,4,5,4,3,4,1,2,4,5,4,2,1,1,2,3,2,2,2,5,5,3,5,1,1,1,3,4,1,3,4,1,1,1,1,1,1,4,4,5,4,3,2,3,4,2,5,4,3,4,4,3,5,5,5,4,5,2,1,22,13,14,15,16,18,Neither high nor low,High,High,High,Very High,18,A
4,5,5,2,4,5,2,3,4,4,4,3,5,4,3,3,4,4,4,4,4,4,2,4,4,3,4,3,4,4,4,3,3,3,2,2,3,3,2,3,4,3,4,3,3,4,4,3,4,4,2,4,4,3,4,2,2,4,4,4,3,4,4,4,4,2,5,4,1,22,16,9,15,15,16,High,Low,High,High,High,16,O
3,3,4,1,1,5,2,3,4,3,5,4,4,4,3,3,2,5,4,3,4,3,1,1,1,3,4,5,1,1,4,4,2,1,1,1,2,1,1,3,5,3,3,1,1,1,4,1,2,3,1,4,1,1,3,5,4,3,1,3,3,5,3,2,3,3,5,1,1,23,8,12,6,18,12,Low,Neither high nor low,Very Low,Very High,Neither high nor low,18,N
4,4,5,3,4,3,1,1,4,4,2,3,3,4,1,4,3,3,5,4,4,5,3,1,4,5,4,2,4,3,4,3,3,3,1,1,3,4,1,3,5,3,3,3,3,1,1,5,2,4,4,4,4,1,4,3,4,2,2,4,4,4,2,1,4,4,4,4,1,23,12,15,6,16,16,Neither high nor low,High,Very Low,High,High,16,N
3,1,2,5,5,5,5,1,5,2,5,5,4,5,3,5,4,4,4,5,5,2,2,1,4,5,4,4,5,5,2,3,5,4,1,3,4,5,3,1,5,4,5,5,4,4,4,4,4,4,4,3,4,5,5,5,5,4,4,4,5,3,4,5,5,5,4,5,0,27,17,19,18,15,18,Very High,Extremely High,Very High,High,Very High,19,C
3,4,5,1,4,5,2,3,4,4,2,4,4,4,3,3,2,2,2,5,5,4,4,3,2,3,4,5,4,2,3,4,5,2,1,1,3,2,1,3,4,5,4,2,3,3,4,2,4,4,3,5,4,4,4,3,4,4,4,4,4,5,5,2,5,3,4,4,1,22,17,13,14,18,17,Very High,Neither high nor low,High,Very High,Very High,18,N
