Family_01,Romance_02,Drama_03,Horror_04,Historical_05,Crime_06,Erotic_07,Independent_08,Biographical_09,Musical_10,SciFi_11,Action_12,Comedy_13,Adventure_14,Western_15,Documentary_16,War_17,Thriller_18,Classics_19,Animation_20,Mystery_21,Romance_01,Horror_02,Erotica_03,Art_04,Academic_05,Mystery_06,Crime_07,History_08,Philosophy_09,Poetry_10,Entertainment_11,Comics_12,Architecture_13,Computers_14,Sports_15,News_16,Reference_17,Business_18,Cooking_19,Literature_20,Thriller_21,Adventure_22,Nature_23,Health_24,SciFi_25,Fantasy_26,Medical_27,IPIP_01_E,IPIP_02_A,IPIP_03_C,IPIP_04_N,IPIP_05_O,IPIP_06R_E,IPIP_07R_A,IPIP_08R_C,IPIP_09R_N,IPIP_10R_O,IPIP_11_E,IPIP_12_A,IPIP_13_C,IPIP_14_N,IPIP_15R_O,IPIP_16R_E,IPIP_17R_A,IPIP_18R_C,IPIP_19R_N,IPIP_20R_O,Gender,Age,IPIP_O,IPIP_C,IPIP_E,IPIP_N,IPIP_A,IPIP_O_ordinal,IPIP_C_ordinal,IPIP_E_ordinal,IPIP_N_ordinal,IPIP_A_ordinal,Max,Highest_Scoring_Trait
3,3,2,3,4,3,4,2,4,3,4,5,3,4,1,4,2,5,3,5,3,2,3,1,1,1,3,2,4,4,2,3,5,2,2,3,2,1,1,3,4,4,3,3,2,5,3,1,5,4,2,4,5,5,5,2,1,4,5,4,3,2,3,5,4,3,5,5,0,22,17,10,20,12,17,Very High,Low,Extremely High,Neither high nor low,Very High,20,E
4,5,2,4,2,4,4,1,1,5,3,3,4,4,1,2,2,4,3,5,4,5,4,4,3,3,4,3,2,2,3,4,4,1,1,1,1,3,3,5,3,2,4,3,3,4,3,3,4,4,3,3,2,4,5,4,4,3,4,4,4,4,3,3,5,4,5,4,1,21,12,15,15,16,18,Neither high nor low,High,High,High,Very High,18,A
1,4,4,1,2,2,1,1,4,1,1,1,1,2,1,3,1,1,1,5,1,3,1,1,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,3,3,1,5,4,5,5,4,3,2,5,3,3,2,5,5,4,4,1,2,1,22,13,12,18,11,15,Neither high nor low,Neither high nor low,Very High,Neither high nor low,High,18,E
4,4,4,3,3,5,3,2,2,2,2,5,5,5,1,4,2,4,1,4,5,4,4,5,3,2,4,4,3,2,4,3,3,2,2,4,2,2,2,3,4,4,4,2,4,2,2,2,5,4,1,2,3,5,5,2,2,3,4,3,3,3,2,4,5,4,4,4,1,19,12,10,18,11,17,Neither high nor low,Low,Very High,Neither high nor low,Very High,18,E
4,4,4,1,4,3,1,3,3,2,2,4,5,4,3,4,3,4,4,5,4,4,1,4,4,3,5,5,4,1,1,3,2,2,4,2,2,4,2,3,5,5,5,2,3,2,3,4,3,5,3,4,5,3,4,2,3,3,3,5,5,2,5,3,4,5,3,5,1,,18,15,12,12,18,Very High,High,Neither high nor low,Neither high nor low,Very High,18,O
2,4,5,1,4,5,4,3,3,4,5,5,5,4,4,2,4,4,3,5,2,5,1,5,3,5,1,1,1,4,5,5,1,1,1,1,2,2,2,4,5,3,3,2,5,5,4,1,4,4,3,5,5,5,4,5,4,3,2,4,5,5,3,1,4,1,2,5,1,21,16,14,12,16,16,High,High,Neither high nor low,High,High,16,O
5,5,4,2,4,4,2,3,4,4,2,4,5,5,3,4,4,5,3,5,4,4,2,2,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,5,4,2,4,4,5,4,3,3,4,5,4,2,4,2,5,4,3,4,1,21,15,16,14,10,20,High,High,High,Low,Extremely High,20,A
4,5,4,3,1,5,4,3,3,4,5,5,4,4,2,2,3,4,2,4,4,5,4,4,2,4,4,5,2,4,4,4,2,1,1,1,1,3,1,3,4,4,4,1,4,4,4,4,3,4,2,3,4,2,4,1,1,5,5,5,3,4,2,2,5,2,3,4,1,18,15,8,12,11,18,High,Low,Neither high nor low,Neither high nor low,Very High,18,A
4,4,3,3,2,2,4,3,4,4,4,3,3,3,2,2,2,2,3,4,4,4,3,4,4,4,3,3,3,3,3,4,3,3,2,2,2,3,3,3,3,3,3,4,4,3,3,3,4,4,3,4,3,4,4,3,3,3,4,4,5,4,3,3,4,2,4,3,1,18,12,13,15,15,16,Neither high nor low,Neither high nor low,High,High,High,16,A
5,5,5,5,2,3,1,2,3,3,3,2,4,4,2,3,2,4,3,5,3,5,5,2,1,1,4,3,2,3,2,3,3,1,1,1,3,3,2,4,4,4,4,4,3,4,2,2,4,5,3,4,3,4,5,4,4,3,3,5,4,5,3,4,5,3,3,3,1,18,12,14,15,16,20,Neither high nor low,High,High,High,Extremely High,20,A
3,4,3,3,4,4,4,3,4,3,3,5,4,4,3,4,5,3,3,4,3,4,3,4,4,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,4,4,4,3,4,4,5,2,2,3,4,4,3,4,3,2,4,3,4,3,0,19,13,12,14,13,17,Neither high nor low,Neither high nor low,High,Neither high nor low,Very High,17,A
1,1,5,2,4,4,3,2,4,2,4,3,3,3,3,5,4,5,5,3,5,1,1,1,3,5,3,3,5,4,3,4,4,3,4,3,4,5,2,1,2,2,2,3,4,4,3,3,3,2,4,3,5,1,2,5,4,3,3,2,3,2,4,2,3,4,4,4,0,21,16,16,9,13,9,High,High,Low,Neither high nor low,Low,16,O
4,4,5,5,2,3,3,1,3,3,3,2,5,4,1,4,1,4,1,5,4,2,2,2,3,1,3,3,2,1,1,4,4,3,2,1,4,3,3,3,4,4,3,4,2,1,1,3,4,3,3,2,2,4,5,4,2,3,2,4,4,3,2,4,5,2,2,3,0,32,10,13,14,9,17,Low,Neither high nor low,High,Low,Very High,17,A
4,4,4,3,5,4,4,2,3,1,4,5,4,4,1,4,5,4,1,4,4,4,1,2,4,5,4,4,5,4,4,4,5,3,4,4,4,4,5,1,1,3,3,3,4,3,2,5,4,4,5,2,4,5,5,4,3,4,4,4,4,3,3,5,5,5,2,3,0,25,14,18,18,10,18,High,Very High,Very High,Low,Very High,18,C
3,3,4,5,4,5,4,4,4,4,4,4,3,4,2,4,2,5,2,4,5,2,5,3,4,4,5,5,3,4,3,4,4,3,2,2,4,4,3,5,5,5,5,4,3,4,5,3,4,4,3,4,4,4,5,2,4,4,4,4,4,2,4,3,4,4,2,4,0,18,16,13,15,12,17,High,Neither high nor low,High,Neither high nor low,Very High,17,A
4,2,3,2,5,3,2,3,4,2,4,3,4,4,2,5,3,3,5,5,3,1,2,1,3,4,3,3,4,4,2,3,2,2,2,1,1,4,1,3,3,2,3,4,2,4,2,4,3,4,4,2,3,2,5,4,4,4,4,4,5,2,4,2,3,4,4,3,0,23,14,17,11,12,16,High,Very High,Neither high nor low,Neither high nor low,High,17,C
4,4,3,2,2,5,4,3,3,2,3,5,4,5,3,5,5,5,4,5,5,4,4,4,3,4,5,5,5,4,4,3,5,2,3,5,5,5,2,3,4,5,5,4,5,4,5,5,3,4,2,4,3,3,1,2,3,2,4,4,4,3,3,2,4,3,5,4,1,18,12,11,12,15,13,Neither high nor low,Neither high nor low,Neither high nor low,High,Neither high nor low,15,N
4,4,4,1,4,5,3,3,4,5,5,5,4,5,3,4,3,3,4,5,5,4,3,4,2,2,4,4,3,2,2,4,5,4,3,1,2,3,2,4,3,4,4,3,4,4,3,5,3,4,3,4,4,3,4,1,4,3,3,4,2,3,2,3,4,2,4,4,1,19,13,8,12,15,16,Neither high nor low,Low,Neither high nor low,High,High,16,A
2,2,1,5,3,4,3,1,3,1,5,5,5,5,3,3,4,4,5,2,4,2,5,4,1,3,4,4,3,3,1,4,2,1,2,3,3,3,2,1,4,4,5,1,3,4,4,4,3,4,1,5,4,4,4,3,3,4,4,3,3,5,4,4,4,4,4,3,0,19,15,11,15,17,15,High,Neither high nor low,High,Very High,High,17,N
3,4,4,3,2,5,4,2,2,3,1,4,5,4,4,4,3,5,3,4,5,5,4,4,0,3,5,5,3,4,3,4,4,3,3,2,3,3,3,4,5,5,5,3,2,1,5,2,4,4,3,5,4,5,4,4,3,3,5,4,4,4,3,4,5,3,3,4,1,21,14,14,18,15,17,High,High,Very High,High,Very High,18,E
4,5,4,3,3,5,4,3,3,4,2,5,5,5,4,4,3,4,3,5,5,4,4,3,3,4,5,5,3,5,5,5,4,3,2,3,3,3,3,4,5,5,5,4,4,2,5,3,4,4,4,2,4,4,4,3,2,4,4,4,4,3,4,3,4,3,2,4,1,21,16,14,15,9,16,High,High,High,Low,High,16,O
3,2,4,5,4,3,5,4,4,1,5,4,4,4,4,5,5,3,4,5,4,1,5,1,1,3,4,3,4,3,2,4,5,2,4,1,2,3,3,4,2,3,3,3,3,4,4,5,4,2,3,4,5,3,4,5,2,3,4,2,5,4,3,4,3,4,3,4,0,19,15,17,15,13,11,High,Very High,High,Neither high nor low,Neither high nor low,17,C
5,4,5,3,4,5,3,4,4,3,2,4,5,4,4,3,5,4,2,0,5,4,3,4,4,4,5,5,4,5,3,4,5,0,2,4,5,4,0,0,4,4,4,5,3,3,5,4,3,4,2,5,3,4,5,5,4,4,5,4,5,2,3,2,5,3,3,3,0,18,13,15,14,14,18,Neither high nor low,High,High,High,Very High,18,A
4,1,2,3,4,4,5,2,4,3,4,5,4,4,2,3,4,3,0,4,4,1,1,1,1,2,4,3,4,1,1,2,3,1,1,1,4,1,1,1,1,4,4,1,3,4,5,3,4,3,2,4,4,2,5,5,3,1,3,4,4,2,1,4,4,3,2,4,0,18,10,14,13,11,16,Low,High,Neither high nor low,Neither high nor low,High,16,A
3,3,4,4,2,4,4,3,3,1,5,5,5,5,4,2,5,5,1,5,5,3,4,5,1,2,5,4,2,3,1,5,5,1,4,5,4,2,5,3,4,4,5,1,4,5,5,5,3,3,1,2,5,3,4,5,2,3,3,3,4,4,5,4,4,5,2,5,0,21,18,15,13,10,14,Very High,High,Neither high nor low,Low,High,18,O
3,5,4,2,4,3,3,2,5,2,5,2,3,2,2,3,2,5,3,3,5,4,4,4,3,4,4,4,4,4,4,4,5,2,2,2,4,4,1,2,4,2,2,2,3,5,5,2,2,3,2,4,4,3,3,3,4,4,4,2,4,5,5,2,3,4,4,5,1,32,18,13,11,17,11,Very High,Neither high nor low,Neither high nor low,Very High,Neither high nor low,18,O
3,3,4,4,4,4,1,4,4,2,4,2,2,4,3,4,4,5,5,5,5,4,4,1,5,5,5,4,4,5,5,3,3,3,3,3,4,4,3,3,5,3,3,3,3,4,4,3,4,5,3,3,4,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,1,32,19,18,19,15,20,Extremely High,Very High,Extremely High,High,Extremely High,20,A
4,4,5,2,4,5,3,0,4,1,4,4,5,4,1,4,4,4,3,3,5,5,1,4,2,4,5,5,4,4,4,1,1,1,1,1,1,3,0,3,4,5,4,3,5,4,4,4,3,4,2,3,4,3,5,4,5,3,3,4,5,3,4,2,5,5,4,4,1,22,15,16,11,15,18,High,High,Neither high nor low,High,Very High,18,A
2,1,3,2,4,4,2,2,4,1,3,3,3,4,2,5,4,3,4,3,4,1,2,4,2,4,2,3,4,3,1,2,3,1,3,1,2,4,1,1,3,2,2,1,4,3,2,5,2,2,3,5,4,2,1,5,2,2,2,4,5,3,4,4,2,5,4,4,0,23,14,18,10,14,9,High,Very High,Low,High,Low,18,C
2,1,1,3,2,3,1,1,1,1,4,4,2,4,4,4,4,4,4,2,4,1,3,4,4,5,4,3,4,1,1,1,1,2,3,1,2,4,1,1,4,4,4,1,3,5,3,4,2,3,5,2,3,2,4,5,3,2,3,3,4,2,4,5,4,5,1,3,0,18,12,19,12,8,14,Neither high nor low,Extremely High,Neither high nor low,Low,High,19,C
3,3,5,2,3,5,3,1,3,3,5,5,3,5,5,3,5,5,5,5,5,3,2,5,3,3,4,3,3,5,3,4,5,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,4,4,3,2,5,2,5,3,2,5,5,4,4,2,5,2,5,4,3,5,0,19,20,14,13,9,18,Extremely High,High,Neither high nor low,Low,Very High,20,O
3,3,4,5,2,2,3,3,2,4,4,5,4,4,5,5,4,3,2,4,1,2,5,5,2,4,2,1,1,1,1,3,4,1,1,3,2,4,1,4,1,3,3,3,4,3,3,4,4,4,5,2,2,4,4,5,4,2,4,3,5,3,2,4,4,5,2,2,0,32,8,20,16,11,15,Low,Extremely High,High,Neither high nor low,High,20,C
3,3,4,4,4,3,3,4,4,3,4,5,5,5,2,4,5,5,2,5,4,2,5,5,2,3,4,4,4,3,3,4,4,1,1,1,1,3,1,1,4,5,5,1,4,5,4,5,3,3,2,4,4,2,1,4,2,5,3,3,4,3,4,2,4,3,4,4,0,23,17,13,10,13,11,Very High,Neither high nor low,Low,Neither high nor low,Neither high nor low,17,O
4,4,5,1,5,5,3,3,4,4,5,4,5,5,3,5,5,5,5,5,5,3,1,5,4,4,5,5,5,4,5,5,4,1,1,1,4,5,1,3,4,4,5,4,2,5,4,5,4,5,5,1,4,4,5,2,1,4,4,5,3,1,4,5,5,5,3,5,0,21,17,15,17,6,20,Very High,High,Very High,Very Low,Extremely High,20,A
3,1,5,1,5,5,5,2,5,2,1,1,3,1,1,3,2,1,1,1,2,1,1,1,5,5,3,4,4,5,3,2,2,3,1,1,4,4,4,3,3,2,1,1,5,2,2,5,5,5,3,5,4,5,5,1,3,5,5,5,2,3,5,3,5,1,3,3,0,22,17,7,18,14,20,Very High,Very Low,Very High,High,Extremely High,20,A
3,4,4,5,2,4,4,3,3,3,4,5,4,5,2,4,3,4,4,5,5,4,5,5,1,1,4,5,1,4,1,4,4,1,1,1,1,4,1,3,1,4,5,1,1,4,4,1,4,5,4,5,5,4,5,3,3,2,5,5,5,5,3,4,5,4,4,5,0,19,15,16,17,17,20,High,High,Very High,Very High,Extremely High,20,A
3,3,4,3,2,5,3,3,3,2,5,5,5,5,3,4,4,5,4,5,5,1,3,5,1,4,5,4,3,3,3,3,4,3,3,1,1,3,1,1,5,4,4,1,1,5,4,3,4,4,2,4,5,5,5,4,4,5,4,4,4,4,5,4,5,3,4,5,0,29,20,13,17,16,18,Extremely High,Neither high nor low,Very High,High,Very High,20,O
3,4,2,3,5,4,4,1,5,3,2,4,5,4,3,3,5,3,2,5,4,4,3,5,1,1,3,3,1,1,1,3,3,1,1,5,1,1,1,3,3,3,3,1,1,1,1,1,5,5,3,2,3,5,5,3,3,2,5,5,4,1,2,2,5,4,4,3,0,24,10,14,17,10,20,Low,High,Very High,Low,Extremely High,20,A
1,1,1,1,3,4,3,1,1,1,5,5,5,5,3,2,5,4,4,5,5,1,2,5,1,1,5,5,1,1,1,5,5,1,4,4,1,1,1,1,5,5,5,1,1,5,5,5,4,4,3,3,5,5,5,1,1,5,5,3,2,2,4,4,4,4,2,5,0,20,19,10,18,8,16,Extremely High,Low,Very High,Low,High,19,O
2,2,2,5,3,5,4,5,1,3,5,5,4,5,4,3,5,5,2,4,5,1,5,5,5,1,5,5,3,3,3,2,5,3,5,5,4,3,4,4,3,5,5,4,3,5,4,5,3,3,1,2,5,4,4,3,1,4,4,3,1,4,3,2,4,2,3,5,0,18,17,7,13,10,14,Very High,Very Low,Neither high nor low,Low,High,17,O
3,5,3,3,4,5,5,5,5,2,3,5,5,5,3,5,5,5,3,3,4,1,3,4,3,4,4,3,4,2,3,3,4,2,1,1,3,3,3,3,4,4,4,4,4,4,5,4,4,3,2,3,3,4,4,3,2,3,4,2,5,2,3,2,4,4,2,4,0,19,13,14,14,9,13,Neither high nor low,High,High,Low,Neither high nor low,14,C
2,1,3,5,1,3,2,4,5,1,3,3,4,5,5,5,2,1,3,4,5,1,5,5,5,1,2,1,3,5,1,2,5,4,5,1,1,2,2,3,3,5,1,2,1,4,5,1,3,1,2,4,5,5,4,3,2,1,1,1,2,3,5,1,5,3,2,1,0,19,12,10,10,11,11,Neither high nor low,Low,Low,Neither high nor low,Neither high nor low,12,O
1,1,1,3,3,4,5,4,4,1,4,5,5,5,2,1,4,2,3,5,4,1,3,4,3,4,4,4,4,3,1,3,5,1,3,5,3,2,2,2,2,3,4,2,2,3,3,3,4,4,3,2,5,4,4,2,1,3,4,3,5,3,3,1,5,5,3,5,0,20,16,15,13,9,16,High,High,Neither high nor low,Low,High,16,O
5,3,3,4,5,5,5,3,5,4,5,4,5,4,3,5,5,5,4,5,5,2,5,5,3,5,5,4,5,5,5,5,5,1,3,4,3,5,2,3,5,4,5,1,5,5,4,5,5,4,4,5,5,5,4,3,2,4,5,4,4,4,4,4,2,1,4,5,0,20,18,12,19,15,14,Very High,Neither high nor low,Extremely High,High,High,19,E
5,4,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,3,5,5,3,5,4,4,4,4,4,4,5,3,3,3,4,5,3,4,5,3,3,3,3,5,3,5,3,4,3,4,5,1,5,2,1,5,4,3,4,2,5,2,4,4,4,5,0,20,20,13,10,11,16,Extremely High,Neither high nor low,Low,Neither high nor low,High,20,O
4,4,5,2,5,4,1,3,5,3,3,4,3,4,3,4,5,4,5,5,5,4,2,1,4,4,4,4,5,5,5,4,3,3,2,2,4,4,2,3,5,3,3,4,3,3,3,3,4,4,4,4,4,3,5,4,4,3,4,4,4,3,3,4,5,3,4,4,1,20,14,15,15,15,18,High,High,High,High,Very High,18,A
4,4,4,4,2,5,4,1,1,3,4,4,5,5,2,4,4,3,3,4,4,1,4,4,1,1,1,1,1,1,1,1,4,1,4,4,4,4,1,4,1,4,4,3,3,2,1,3,4,4,2,1,3,4,5,3,2,2,4,4,3,3,5,4,4,5,5,4,0,25,14,13,16,11,17,High,Neither high nor low,High,Neither high nor low,Very High,17,A
3,4,4,4,1,4,3,1,1,1,4,4,4,4,4,4,4,3,3,4,3,4,5,5,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,1,4,4,2,4,2,1,3,4,4,4,1,3,2,4,3,1,4,0,18,14,10,11,7,16,High,Low,Neither high nor low,Very Low,High,16,A
3,5,5,3,3,5,4,2,3,1,1,3,4,4,1,1,3,1,2,4,4,4,3,3,4,2,4,4,3,2,1,1,3,3,1,4,1,3,2,4,3,3,4,3,2,2,1,1,4,4,3,4,3,4,4,5,5,3,4,4,4,3,4,2,5,5,2,4,1,23,14,17,14,14,17,High,Very High,High,High,Very High,17,C
3,3,4,4,3,5,3,2,4,2,4,5,5,5,1,3,3,4,1,5,4,3,4,4,3,4,4,4,2,3,3,3,5,3,3,3,3,3,3,4,3,4,4,3,3,4,3,3,4,4,3,4,4,3,5,5,2,3,5,4,4,4,5,4,5,4,2,5,1,22,17,16,16,12,18,Very High,High,High,Neither high nor low,Very High,18,A
3,4,5,1,4,2,1,0,0,0,0,0,4,0,1,3,2,1,4,3,2,5,2,3,4,3,3,3,2,5,5,2,1,1,1,1,2,2,1,3,5,3,3,4,4,2,2,4,4,5,4,4,4,4,5,4,5,4,4,5,4,3,4,4,5,3,5,4,1,21,16,15,16,17,20,High,High,High,Very High,Extremely High,20,A
5,5,5,1,3,3,4,3,4,5,5,5,5,5,4,4,3,4,5,5,4,5,2,1,3,4,5,4,4,3,4,4,5,3,2,3,3,4,2,5,5,5,5,4,4,5,5,3,4,4,4,5,4,5,5,4,4,4,4,4,4,5,4,4,5,4,4,5,1,22,17,16,17,18,18,Very High,High,Very High,Very High,Very High,18,N
1,2,3,1,4,4,2,3,4,4,2,4,5,5,3,4,1,3,5,5,5,1,1,1,2,4,5,5,5,2,2,4,4,1,1,1,1,1,1,4,5,5,5,1,2,3,4,1,2,4,2,5,4,2,5,4,5,5,1,4,4,3,5,3,5,5,5,5,1,33,19,15,8,18,18,Extremely High,High,Low,Very High,Very High,19,O
4,5,2,1,2,1,4,2,3,4,4,5,5,5,3,3,1,4,5,5,4,5,2,4,3,3,4,4,4,1,1,4,2,1,1,1,1,1,1,4,5,4,4,3,2,4,3,2,5,4,3,3,4,4,5,1,2,4,3,4,5,5,4,4,5,5,3,5,1,22,17,14,16,13,18,Very High,High,High,Neither high nor low,Very High,18,A
3,4,2,3,4,3,3,2,4,3,2,2,4,3,2,4,2,4,2,4,4,1,3,4,1,2,0,0,1,2,2,4,1,1,1,1,1,1,1,1,4,2,1,2,3,2,2,1,4,4,2,4,5,5,5,2,2,1,5,4,3,4,1,5,4,2,1,4,1,20,11,9,19,11,17,Neither high nor low,Low,Extremely High,Neither high nor low,Very High,19,E
3,4,3,5,1,4,1,3,1,2,3,3,3,4,1,2,3,4,3,4,4,1,4,1,1,1,2,1,1,2,1,3,4,1,1,4,3,5,1,3,1,2,2,1,3,1,1,5,3,4,2,5,2,3,5,2,2,3,4,4,3,4,4,3,5,3,4,2,0,20,11,10,13,15,18,Neither high nor low,Low,Neither high nor low,High,Very High,18,A
4,3,2,5,4,5,4,3,4,1,3,4,5,4,2,2,3,2,2,4,3,2,5,3,3,3,4,4,4,2,2,3,5,1,1,5,5,3,1,4,3,3,3,2,2,3,2,2,4,4,2,3,5,3,4,4,2,3,4,4,3,3,4,3,5,5,3,5,0,22,17,14,14,11,17,Very High,High,High,Neither high nor low,Very High,17,O
4,2,3,1,5,3,3,3,4,3,4,5,5,4,3,4,3,2,3,5,1,2,1,1,3,3,2,4,5,4,3,4,4,3,4,5,3,4,3,2,3,4,4,5,3,2,2,3,4,4,3,4,5,3,4,2,2,3,5,3,4,3,3,3,5,4,3,5,0,27,16,13,15,12,16,High,Neither high nor low,High,Neither high nor low,High,16,O
3,1,3,2,3,3,4,4,4,5,5,5,5,5,3,3,4,4,3,5,5,3,1,3,3,2,4,4,4,1,4,4,4,1,3,3,4,3,1,2,5,5,5,3,3,4,5,4,4,4,3,5,5,5,5,2,5,5,5,5,2,4,3,4,5,2,1,5,1,21,18,9,18,15,19,Very High,Low,Very High,High,Extremely High,19,A
3,3,4,5,4,5,4,2,3,4,5,5,5,5,4,3,4,3,2,3,4,3,4,4,3,2,4,5,4,3,2,3,4,2,2,5,5,5,3,3,4,4,4,3,5,3,3,4,4,4,3,2,4,4,5,2,1,4,4,4,4,3,3,4,4,3,2,4,99,,15,12,16,8,17,High,Neither high nor low,High,Low,Very High,17,A
4,4,4,1,5,2,5,1,4,5,4,5,5,5,2,2,5,5,4,5,4,4,2,4,4,4,4,4,4,1,1,5,5,1,1,1,1,5,4,4,4,4,4,2,2,2,2,2,5,5,5,4,5,5,3,3,2,2,5,5,5,5,1,1,5,5,3,5,0,22,13,18,16,14,18,Neither high nor low,Very High,High,High,Very High,18,C
2,1,3,3,5,3,4,4,5,3,5,5,5,4,3,5,4,4,3,5,5,1,3,3,4,4,4,4,5,3,1,4,5,4,3,3,3,4,3,4,4,4,4,4,3,5,4,4,3,4,3,2,4,3,4,2,2,3,3,3,3,4,3,2,5,3,3,4,0,20,14,11,11,11,16,High,Neither high nor low,Neither high nor low,Neither high nor low,High,16,A
2,2,4,5,3,5,4,4,3,4,4,4,2,4,5,3,3,5,4,3,4,2,4,3,2,1,5,3,2,4,2,4,5,2,1,1,2,2,2,4,3,4,4,2,3,4,5,1,1,2,3,4,4,1,2,4,4,4,3,2,4,4,5,1,3,4,4,4,0,19,17,15,6,16,9,Very High,High,Very Low,High,Low,17,O
4,3,3,5,2,3,4,4,2,4,5,3,1,3,0,5,0,0,2,5,4,4,5,4,3,3,5,4,3,5,3,3,4,3,3,5,3,3,4,5,4,4,3,3,3,3,3,3,5,5,4,5,5,3,1,2,3,4,5,5,4,5,2,1,4,2,4,3,0,18,14,12,14,17,15,High,Neither high nor low,High,Very High,High,17,N
4,4,2,3,4,5,4,2,3,1,5,4,5,5,4,4,4,3,1,5,5,4,4,4,3,2,4,4,4,5,4,5,5,1,1,5,2,3,1,3,3,4,4,2,4,4,4,4,4,3,2,2,5,5,4,2,1,1,5,4,4,3,3,4,5,2,4,5,0,22,14,10,18,10,16,High,Low,Very High,Low,High,18,E
1,1,2,5,4,5,5,2,3,1,5,5,3,4,2,5,5,5,1,4,5,1,5,4,5,4,5,5,5,1,1,4,5,1,2,5,4,4,1,1,4,5,4,4,5,5,5,2,4,3,3,3,5,2,4,4,2,1,5,5,5,2,2,3,2,4,2,4,0,21,12,16,14,9,14,Neither high nor low,High,High,Low,High,16,C
3,2,3,2,4,4,3,3,4,3,3,4,4,5,3,4,5,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,2,4,3,3,2,4,4,3,4,4,2,4,4,3,3,0,21,13,13,12,14,16,Neither high nor low,Neither high nor low,Neither high nor low,High,High,16,A